area_name,year,analysis
Kudasan,2038,Predicted growth class: high. Estimated built-up: 63.5%. | Projected built-up change since 2024: +11.5 pp (base: 52.0%). | Growth class unchanged from 2037: high. | 14-year cumulative built-up gain: +11.5 pp from 2024 base.
Kudasan,2039,Predicted growth class: high. Estimated built-up: 64.3%. | Projected built-up change since 2024: +12.3 pp (base: 52.0%). | Growth class unchanged from 2038: high. | 15-year cumulative built-up gain: +12.3 pp from 2024 base.
Kudasan,2040,Predicted growth class: high. Estimated built-up: 65.1%. | Projected built-up change since 2024: +13.1 pp (base: 52.0%). | Growth class unchanged from 2039: high. | 2025-2040 trajectory: strong growth (16H / 0M / 0L years).
Lekawada,2025,Predicted growth class: low. Estimated built-up: 21.6%. | Projected built-up change since 2024: +0.6 pp (base: 21.0%). | Growth class unchanged from baseline: low. | 2025-2040 trajectory: minimal growth (0H / 0M / 16L years).
Lekawada,2026,Predicted growth class: low. Estimated built-up: 22.2%. | Projected built-up change since 2024: +1.2 pp (base: 21.0%). | Growth class unchanged from 2025: low. | 2-year cumulative built-up gain: +1.2 pp from 2024 base.
Lekawada,2027,Predicted growth class: low. Estimated built-up: 22.8%. | Projected built-up change since 2024: +1.8 pp (base: 21.0%). | Growth class unchanged from 2026: low. | 3-year cumulative built-up gain: +1.8 pp from 2024 base.
Lekawada,2028,Predicted growth class: low. Estimated built-up: 23.4%. | Projected built-up change since 2024: +2.4 pp (base: 21.0%). | Growth class unchanged from 2027: low. | 4-year cumulative built-up gain: +2.4 pp from 2024 base.
Lekawada,2029,Predicted growth class: low. Estimated built-up: 24.0%. | Projected built-up change since 2024: +3.0 pp (base: 21.0%). | Growth class unchanged from 2028: low. | 5-year cumulative built-up gain: +3.0 pp from 2024 base.
Lekawada,2030,Predicted growth class: low. Estimated built-up: 24.6%. | Projected built-up change since 2024: +3.6 pp (base: 21.0%). | Growth class unchanged from 2029: low. | 2025-2040 trajectory: minimal growth (0H / 0M / 16L years).
Lekawada,2031,Predicted growth class: low. Estimated built-up: 25.2%. | Projected built-up change since 2024: +4.2 pp (base: 21.0%). | Growth class unchanged from 2030: low. | 7-year cumulative built-up gain: +4.2 pp from 2024 base.
Lekawada,2032,Predicted growth class: low. Estimated built-up: 25.8%. | Projected built-up change since 2024: +4.8 pp (base: 21.0%). | Growth class unchanged from 2031: low. | 8-year cumulative built-up gain: +4.8 pp from 2024 base.
Lekawada,2033,Predicted growth class: low. Estimated built-up: 26.4%. | Projected built-up change since 2024: +5.4 pp (base: 21.0%). | Growth class unchanged from 2032: low. | 9-year cumulative built-up gain: +5.4 pp from 2024 base.
Lekawada,2034,Predicted growth class: low. Estimated built-up: 27.0%. | Projected built-up change since 2024: +6.0 pp (base: 21.0%). | Growth class unchanged from 2033: low. | 10-year cumulative built-up gain: +6.0 pp from 2024 base.
Lekawada,2035,Predicted growth class: low. Estimated built-up: 27.6%. | Projected built-up change since 2024: +6.6 pp (base: 21.0%). | Growth class unchanged from 2034: low. | 2025-2040 trajectory: minimal growth (0H / 0M / 16L years).
Lekawada,2036,Predicted growth class: low. Estimated built-up: 28.2%. | Projected built-up change since 2024: +7.2 pp (base: 21.0%). | Growth class unchanged from 2035: low. | 12-year cumulative built-up gain: +7.2 pp from 2024 base.
Lekawada,2037,Predicted growth class: low. Estimated built-up: 28.8%. | Projected built-up change since 2024: +7.8 pp (base: 21.0%). | Growth class unchanged from 2036: low. | 13-year cumulative built-up gain: +7.8 pp from 2024 base.
Lekawada,2038,Predicted growth class: low. Estimated built-up: 29.4%. | Projected built-up change since 2024: +8.4 pp (base: 21.0%). | Growth class unchanged from 2037: low. | 14-year cumulative built-up gain: +8.4 pp from 2024 base.
Lekawada,2039,Predicted growth class: low. Estimated built-up: 30.0%. | Projected built-up change since 2024: +9.0 pp (base: 21.0%). | Growth class unchanged from 2038: low. | 15-year cumulative built-up gain: +9.0 pp from 2024 base.
Lekawada,2040,Predicted growth class: low. Estimated built-up: 30.6%. | Projected built-up change since 2024: +9.6 pp (base: 21.0%). | Growth class unchanged from 2039: low. | 2025-2040 trajectory: minimal growth (0H / 0M / 16L years).
Lekawada village,2025,Predicted growth class: low. Estimated built-up: 10.9%. | Projected built-up change since 2024: +0.6 pp (base: 10.3%). | Growth class unchanged from baseline: low. | 2025-2040 trajectory: minimal growth (0H / 0M / 16L years).
Lekawada village,2026,Predicted growth class: low. Estimated built-up: 11.5%. | Projected built-up change since 2024: +1.2 pp (base: 10.3%). | Growth class unchanged from 2025: low. | 2-year cumulative built-up gain: +1.2 pp from 2024 base.
Lekawada village,2027,Predicted growth class: low. Estimated built-up: 12.1%. | Projected built-up change since 2024: +1.8 pp (base: 10.3%). | Growth class unchanged from 2026: low. | 3-year cumulative built-up gain: +1.8 pp from 2024 base.
Lekawada village,2028,Predicted growth class: low. Estimated built-up: 12.7%. | Projected built-up change since 2024: +2.4 pp (base: 10.3%). | Growth class unchanged from 2027: low. | 4-year cumulative built-up gain: +2.4 pp from 2024 base.
Lekawada village,2029,Predicted growth class: low. Estimated built-up: 13.3%. | Projected built-up change since 2024: +3.0 pp (base: 10.3%). | Growth class unchanged from 2028: low. | 5-year cumulative built-up gain: +3.0 pp from 2024 base.
Lekawada village,2030,Predicted growth class: low. Estimated built-up: 13.9%. | Projected built-up change since 2024: +3.6 pp (base: 10.3%). | Growth class unchanged from 2029: low. | 2025-2040 trajectory: minimal growth (0H / 0M / 16L years).
Lekawada village,2031,Predicted growth class: low. Estimated built-up: 14.5%. | Projected built-up change since 2024: +4.2 pp (base: 10.3%). | Growth class unchanged from 2030: low. | 7-year cumulative built-up gain: +4.2 pp from 2024 base.
Lekawada village,2032,Predicted growth class: low. Estimated built-up: 15.1%. | Projected built-up change since 2024: +4.8 pp (base: 10.3%). | Growth class unchanged from 2031: low. | 8-year cumulative built-up gain: +4.8 pp from 2024 base.
Lekawada village,2033,Predicted growth class: low. Estimated built-up: 15.7%. | Projected built-up change since 2024: +5.4 pp (base: 10.3%). | Growth class unchanged from 2032: low. | 9-year cumulative built-up gain: +5.4 pp from 2024 base.
Lekawada village,2034,Predicted growth class: low. Estimated built-up: 16.3%. | Projected built-up change since 2024: +6.0 pp (base: 10.3%). | Growth class unchanged from 2033: low. | 10-year cumulative built-up gain: +6.0 pp from 2024 base.
Lekawada village,2035,Predicted growth class: low. Estimated built-up: 16.9%. | Projected built-up change since 2024: +6.6 pp (base: 10.3%). | Growth class unchanged from 2034: low. | 2025-2040 trajectory: minimal growth (0H / 0M / 16L years).
Lekawada village,2036,Predicted growth class: low. Estimated built-up: 17.5%. | Projected built-up change since 2024: +7.2 pp (base: 10.3%). | Growth class unchanged from 2035: low. | 12-year cumulative built-up gain: +7.2 pp from 2024 base.
Lekawada village,2037,Predicted growth class: low. Estimated built-up: 18.1%. | Projected built-up change since 2024: +7.8 pp (base: 10.3%). | Growth class unchanged from 2036: low. | 13-year cumulative built-up gain: +7.8 pp from 2024 base.
Lekawada village,2038,Predicted growth class: low. Estimated built-up: 18.7%. | Projected built-up change since 2024: +8.4 pp (base: 10.3%). | Growth class unchanged from 2037: low. | 14-year cumulative built-up gain: +8.4 pp from 2024 base.
Lekawada village,2039,Predicted growth class: low. Estimated built-up: 19.3%. | Projected built-up change since 2024: +9.0 pp (base: 10.3%). | Growth class unchanged from 2038: low. | 15-year cumulative built-up gain: +9.0 pp from 2024 base.
Lekawada village,2040,Predicted growth class: low. Estimated built-up: 19.9%. | Projected built-up change since 2024: +9.6 pp (base: 10.3%). | Growth class unchanged from 2039: low. | 2025-2040 trajectory: minimal growth (0H / 0M / 16L years).
NH-8,2025,Predicted growth class: low. Estimated built-up: 20.0%. | Projected built-up change since 2024: +0.6 pp (base: 19.4%). | Growth class unchanged from baseline: low. | 2025-2040 trajectory: minimal growth (0H / 0M / 16L years).
NH-8,2026,Predicted growth class: low. Estimated built-up: 20.6%. | Projected built-up change since 2024: +1.2 pp (base: 19.4%). | Growth class unchanged from 2025: low. | 2-year cumulative built-up gain: +1.2 pp from 2024 base.
NH-8,2027,Predicted growth class: low. Estimated built-up: 21.2%. | Projected built-up change since 2024: +1.8 pp (base: 19.4%). | Growth class unchanged from 2026: low. | 3-year cumulative built-up gain: +1.8 pp from 2024 base.
NH-8,2028,Predicted growth class: low. Estimated built-up: 21.8%. | Projected built-up change since 2024: +2.4 pp (base: 19.4%). | Growth class unchanged from 2027: low. | 4-year cumulative built-up gain: +2.4 pp from 2024 base.
NH-8,2029,Predicted growth class: low. Estimated built-up: 22.4%. | Projected built-up change since 2024: +3.0 pp (base: 19.4%). | Growth class unchanged from 2028: low. | 5-year cumulative built-up gain: +3.0 pp from 2024 base.
NH-8,2030,Predicted growth class: low. Estimated built-up: 23.0%. | Projected built-up change since 2024: +3.6 pp (base: 19.4%). | Growth class unchanged from 2029: low. | 2025-2040 trajectory: minimal growth (0H / 0M / 16L years).
NH-8,2031,Predicted growth class: low. Estimated built-up: 23.6%. | Projected built-up change since 2024: +4.2 pp (base: 19.4%). | Growth class unchanged from 2030: low. | 7-year cumulative built-up gain: +4.2 pp from 2024 base.
NH-8,2032,Predicted growth class: low. Estimated built-up: 24.2%. | Projected built-up change since 2024: +4.8 pp (base: 19.4%). | Growth class unchanged from 2031: low. | 8-year cumulative built-up gain: +4.8 pp from 2024 base.
NH-8,2033,Predicted growth class: low. Estimated built-up: 24.8%. | Projected built-up change since 2024: +5.4 pp (base: 19.4%). | Growth class unchanged from 2032: low. | 9-year cumulative built-up gain: +5.4 pp from 2024 base.
NH-8,2034,Predicted growth class: low. Estimated built-up: 25.4%. | Projected built-up change since 2024: +6.0 pp (base: 19.4%). | Growth class unchanged from 2033: low. | 10-year cumulative built-up gain: +6.0 pp from 2024 base.
NH-8,2035,Predicted growth class: low. Estimated built-up: 26.0%. | Projected built-up change since 2024: +6.6 pp (base: 19.4%). | Growth class unchanged from 2034: low. | 2025-2040 trajectory: minimal growth (0H / 0M / 16L years).
NH-8,2036,Predicted growth class: low. Estimated built-up: 26.6%. | Projected built-up change since 2024: +7.2 pp (base: 19.4%). | Growth class unchanged from 2035: low. | 12-year cumulative built-up gain: +7.2 pp from 2024 base.
NH-8,2037,Predicted growth class: low. Estimated built-up: 27.2%. | Projected built-up change since 2024: +7.8 pp (base: 19.4%). | Growth class unchanged from 2036: low. | 13-year cumulative built-up gain: +7.8 pp from 2024 base.
NH-8,2038,Predicted growth class: low. Estimated built-up: 27.8%. | Projected built-up change since 2024: +8.4 pp (base: 19.4%). | Growth class unchanged from 2037: low. | 14-year cumulative built-up gain: +8.4 pp from 2024 base.
NH-8,2039,Predicted growth class: low. Estimated built-up: 28.4%. | Projected built-up change since 2024: +9.0 pp (base: 19.4%). | Growth class unchanged from 2038: low. | 15-year cumulative built-up gain: +9.0 pp from 2024 base.
NH-8,2040,Predicted growth class: low. Estimated built-up: 29.0%. | Projected built-up change since 2024: +9.6 pp (base: 19.4%). | Growth class unchanged from 2039: low. | 2025-2040 trajectory: minimal growth (0H / 0M / 16L years).
Nabhoi,2025,Predicted growth class: low. Estimated built-up: 20.0%. | Projected built-up change since 2024: +0.6 pp (base: 19.4%). | Growth class unchanged from baseline: low. | 2025-2040 trajectory: steady moderate growth (0H / 13M / 3L years).
Nabhoi,2026,Predicted growth class: low. Estimated built-up: 20.6%. | Projected built-up change since 2024: +1.2 pp (base: 19.4%). | Growth class unchanged from 2025: low. | 2-year cumulative built-up gain: +1.2 pp from 2024 base.
Nabhoi,2027,Predicted growth class: low. Estimated built-up: 21.2%. | Projected built-up change since 2024: +1.8 pp (base: 19.4%). | Growth class unchanged from 2026: low. | 3-year cumulative built-up gain: +1.8 pp from 2024 base.
Nabhoi,2028,Predicted growth class: medium. Estimated built-up: 22.1%. | Projected built-up change since 2024: +2.7 pp (base: 19.4%). | Growth class shifted from low (2027) to medium (2028). | 4-year cumulative built-up gain: +2.7 pp from 2024 base.
Nabhoi,2029,Predicted growth class: medium. Estimated built-up: 23.0%. | Projected built-up change since 2024: +3.6 pp (base: 19.4%). | Growth class unchanged from 2028: medium. | 5-year cumulative built-up gain: +3.6 pp from 2024 base.
Nabhoi,2030,Predicted growth class: medium. Estimated built-up: 23.9%. | Projected built-up change since 2024: +4.4 pp (base: 19.4%). | Growth class unchanged from 2029: medium. | 2025-2040 trajectory: steady moderate growth (0H / 13M / 3L years).
Nabhoi,2031,Predicted growth class: medium. Estimated built-up: 24.8%. | Projected built-up change since 2024: +5.3 pp (base: 19.4%). | Growth class unchanged from 2030: medium. | 7-year cumulative built-up gain: +5.3 pp from 2024 base.
Nabhoi,2032,Predicted growth class: medium. Estimated built-up: 25.6%. | Projected built-up change since 2024: +6.2 pp (base: 19.4%). | Growth class unchanged from 2031: medium. | 8-year cumulative built-up gain: +6.2 pp from 2024 base.
Nabhoi,2033,Predicted growth class: medium. Estimated built-up: 26.5%. | Projected built-up change since 2024: +7.1 pp (base: 19.4%). | Growth class unchanged from 2032: medium. | 9-year cumulative built-up gain: +7.1 pp from 2024 base.
Nabhoi,2034,Predicted growth class: medium. Estimated built-up: 27.4%. | Projected built-up change since 2024: +8.0 pp (base: 19.4%). | Growth class unchanged from 2033: medium. | 10-year cumulative built-up gain: +8.0 pp from 2024 base.
Nabhoi,2035,Predicted growth class: medium. Estimated built-up: 28.3%. | Projected built-up change since 2024: +8.8 pp (base: 19.4%). | Growth class unchanged from 2034: medium. | 2025-2040 trajectory: steady moderate growth (0H / 13M / 3L years).
Nabhoi,2036,Predicted growth class: medium. Estimated built-up: 29.2%. | Projected built-up change since 2024: +9.7 pp (base: 19.4%). | Growth class unchanged from 2035: medium. | 12-year cumulative built-up gain: +9.7 pp from 2024 base.
Nabhoi,2037,Predicted growth class: medium. Estimated built-up: 30.0%. | Projected built-up change since 2024: +10.6 pp (base: 19.4%). | Growth class unchanged from 2036: medium. | 13-year cumulative built-up gain: +10.6 pp from 2024 base.
Nabhoi,2038,Predicted growth class: medium. Estimated built-up: 30.9%. | Projected built-up change since 2024: +11.5 pp (base: 19.4%). | Growth class unchanged from 2037: medium. | 14-year cumulative built-up gain: +11.5 pp from 2024 base.
Nabhoi,2039,Predicted growth class: medium. Estimated built-up: 31.8%. | Projected built-up change since 2024: +12.4 pp (base: 19.4%). | Growth class unchanged from 2038: medium. | 15-year cumulative built-up gain: +12.4 pp from 2024 base.
Nabhoi,2040,Predicted growth class: medium. Estimated built-up: 32.7%. | Projected built-up change since 2024: +13.2 pp (base: 19.4%). | Growth class unchanged from 2039: medium. | 2025-2040 trajectory: steady moderate growth (0H / 13M / 3L years).
Nana Chiloda Gam,2025,Predicted growth class: medium. Estimated built-up: 32.0%. | Projected built-up change since 2024: +0.9 pp (base: 31.1%). | Growth class unchanged from baseline: medium. | 2025-2040 trajectory: steady moderate growth (3H / 13M / 0L years).
Nana Chiloda Gam,2026,Predicted growth class: medium. Estimated built-up: 32.9%. | Projected built-up change since 2024: +1.8 pp (base: 31.1%). | Growth class unchanged from 2025: medium. | 2-year cumulative built-up gain: +1.8 pp from 2024 base.
Nana Chiloda Gam,2027,Predicted growth class: medium. Estimated built-up: 33.7%. | Projected built-up change since 2024: +2.6 pp (base: 31.1%). | Growth class unchanged from 2026: medium. | 3-year cumulative built-up gain: +2.6 pp from 2024 base.
Nana Chiloda Gam,2028,Predicted growth class: medium. Estimated built-up: 34.6%. | Projected built-up change since 2024: +3.5 pp (base: 31.1%). | Growth class unchanged from 2027: medium. | 4-year cumulative built-up gain: +3.5 pp from 2024 base.
Nana Chiloda Gam,2029,Predicted growth class: medium. Estimated built-up: 35.5%. | Projected built-up change since 2024: +4.4 pp (base: 31.1%). | Growth class unchanged from 2028: medium. | 5-year cumulative built-up gain: +4.4 pp from 2024 base.
Nana Chiloda Gam,2030,Predicted growth class: medium. Estimated built-up: 36.4%. | Projected built-up change since 2024: +5.3 pp (base: 31.1%). | Growth class unchanged from 2029: medium. | 2025-2040 trajectory: steady moderate growth (3H / 13M / 0L years).
Nana Chiloda Gam,2031,Predicted growth class: medium. Estimated built-up: 37.3%. | Projected built-up change since 2024: +6.2 pp (base: 31.1%). | Growth class unchanged from 2030: medium. | 7-year cumulative built-up gain: +6.2 pp from 2024 base.
Nana Chiloda Gam,2032,Predicted growth class: medium. Estimated built-up: 38.1%. | Projected built-up change since 2024: +7.0 pp (base: 31.1%). | Growth class unchanged from 2031: medium. | 8-year cumulative built-up gain: +7.0 pp from 2024 base.
Nana Chiloda Gam,2033,Predicted growth class: medium. Estimated built-up: 39.0%. | Projected built-up change since 2024: +7.9 pp (base: 31.1%). | Growth class unchanged from 2032: medium. | 9-year cumulative built-up gain: +7.9 pp from 2024 base.
Nana Chiloda Gam,2034,Predicted growth class: medium. Estimated built-up: 39.9%. | Projected built-up change since 2024: +8.8 pp (base: 31.1%). | Growth class unchanged from 2033: medium. | 10-year cumulative built-up gain: +8.8 pp from 2024 base.
Nana Chiloda Gam,2035,Predicted growth class: medium. Estimated built-up: 40.8%. | Projected built-up change since 2024: +9.7 pp (base: 31.1%). | Growth class unchanged from 2034: medium. | 2025-2040 trajectory: steady moderate growth (3H / 13M / 0L years).
Nana Chiloda Gam,2036,Predicted growth class: high. Estimated built-up: 41.6%. | Projected built-up change since 2024: +10.5 pp (base: 31.1%). | Growth class shifted from medium (2035) to high (2036). | 12-year cumulative built-up gain: +10.5 pp from 2024 base.
Nana Chiloda Gam,2037,Predicted growth class: medium. Estimated built-up: 42.5%. | Projected built-up change since 2024: +11.4 pp (base: 31.1%). | Growth class shifted from high (2036) to medium (2037). | 13-year cumulative built-up gain: +11.4 pp from 2024 base.
Nana Chiloda Gam,2038,Predicted growth class: medium. Estimated built-up: 43.4%. | Projected built-up change since 2024: +12.3 pp (base: 31.1%). | Growth class unchanged from 2037: medium. | 14-year cumulative built-up gain: +12.3 pp from 2024 base.
Nana Chiloda Gam,2039,Predicted growth class: high. Estimated built-up: 44.2%. | Projected built-up change since 2024: +13.1 pp (base: 31.1%). | Growth class shifted from medium (2038) to high (2039). | 15-year cumulative built-up gain: +13.1 pp from 2024 base.
Nana Chiloda Gam,2040,Predicted growth class: high. Estimated built-up: 45.0%. | Projected built-up change since 2024: +13.9 pp (base: 31.1%). | Growth class unchanged from 2039: high. | 2025-2040 trajectory: steady moderate growth (3H / 13M / 0L years).
New Indiranagar,2025,Predicted growth class: low. Estimated built-up: 20.6%. | Projected built-up change since 2024: +0.6 pp (base: 20.0%). | Growth class unchanged from baseline: low. | 2025-2040 trajectory: minimal growth (0H / 0M / 16L years).
New Indiranagar,2026,Predicted growth class: low. Estimated built-up: 21.2%. | Projected built-up change since 2024: +1.2 pp (base: 20.0%). | Growth class unchanged from 2025: low. | 2-year cumulative built-up gain: +1.2 pp from 2024 base.
New Indiranagar,2027,Predicted growth class: low. Estimated built-up: 21.8%. | Projected built-up change since 2024: +1.8 pp (base: 20.0%). | Growth class unchanged from 2026: low. | 3-year cumulative built-up gain: +1.8 pp from 2024 base.
New Indiranagar,2028,Predicted growth class: low. Estimated built-up: 22.4%. | Projected built-up change since 2024: +2.4 pp (base: 20.0%). | Growth class unchanged from 2027: low. | 4-year cumulative built-up gain: +2.4 pp from 2024 base.
New Indiranagar,2029,Predicted growth class: low. Estimated built-up: 23.0%. | Projected built-up change since 2024: +3.0 pp (base: 20.0%). | Growth class unchanged from 2028: low. | 5-year cumulative built-up gain: +3.0 pp from 2024 base.
New Indiranagar,2030,Predicted growth class: low. Estimated built-up: 23.6%. | Projected built-up change since 2024: +3.6 pp (base: 20.0%). | Growth class unchanged from 2029: low. | 2025-2040 trajectory: minimal growth (0H / 0M / 16L years).
New Indiranagar,2031,Predicted growth class: low. Estimated built-up: 24.2%. | Projected built-up change since 2024: +4.2 pp (base: 20.0%). | Growth class unchanged from 2030: low. | 7-year cumulative built-up gain: +4.2 pp from 2024 base.
New Indiranagar,2032,Predicted growth class: low. Estimated built-up: 24.8%. | Projected built-up change since 2024: +4.8 pp (base: 20.0%). | Growth class unchanged from 2031: low. | 8-year cumulative built-up gain: +4.8 pp from 2024 base.
New Indiranagar,2033,Predicted growth class: low. Estimated built-up: 25.4%. | Projected built-up change since 2024: +5.4 pp (base: 20.0%). | Growth class unchanged from 2032: low. | 9-year cumulative built-up gain: +5.4 pp from 2024 base.
New Indiranagar,2034,Predicted growth class: low. Estimated built-up: 26.0%. | Projected built-up change since 2024: +6.0 pp (base: 20.0%). | Growth class unchanged from 2033: low. | 10-year cumulative built-up gain: +6.0 pp from 2024 base.
New Indiranagar,2035,Predicted growth class: low. Estimated built-up: 26.6%. | Projected built-up change since 2024: +6.6 pp (base: 20.0%). | Growth class unchanged from 2034: low. | 2025-2040 trajectory: minimal growth (0H / 0M / 16L years).
New Indiranagar,2036,Predicted growth class: low. Estimated built-up: 27.2%. | Projected built-up change since 2024: +7.2 pp (base: 20.0%). | Growth class unchanged from 2035: low. | 12-year cumulative built-up gain: +7.2 pp from 2024 base.
New Indiranagar,2037,Predicted growth class: low. Estimated built-up: 27.8%. | Projected built-up change since 2024: +7.8 pp (base: 20.0%). | Growth class unchanged from 2036: low. | 13-year cumulative built-up gain: +7.8 pp from 2024 base.
New Indiranagar,2038,Predicted growth class: low. Estimated built-up: 28.4%. | Projected built-up change since 2024: +8.4 pp (base: 20.0%). | Growth class unchanged from 2037: low. | 14-year cumulative built-up gain: +8.4 pp from 2024 base.
New Indiranagar,2039,Predicted growth class: low. Estimated built-up: 29.0%. | Projected built-up change since 2024: +9.0 pp (base: 20.0%). | Growth class unchanged from 2038: low. | 15-year cumulative built-up gain: +9.0 pp from 2024 base.
New Indiranagar,2040,Predicted growth class: low. Estimated built-up: 29.6%. | Projected built-up change since 2024: +9.6 pp (base: 20.0%). | Growth class unchanged from 2039: low. | 2025-2040 trajectory: minimal growth (0H / 0M / 16L years).
Pethapur,2025,Predicted growth class: high. Estimated built-up: 36.7%. | Projected built-up change since 2024: +0.8 pp (base: 35.9%). | Growth class unchanged from baseline: high. | 2025-2040 trajectory: strong growth (16H / 0M / 0L years).
Pethapur,2026,Predicted growth class: high. Estimated built-up: 37.5%. | Projected built-up change since 2024: +1.6 pp (base: 35.9%). | Growth class unchanged from 2025: high. | 2-year cumulative built-up gain: +1.6 pp from 2024 base.
Pethapur,2027,Predicted growth class: high. Estimated built-up: 38.3%. | Projected built-up change since 2024: +2.5 pp (base: 35.9%). | Growth class unchanged from 2026: high. | 3-year cumulative built-up gain: +2.5 pp from 2024 base.
Pethapur,2028,Predicted growth class: high. Estimated built-up: 39.1%. | Projected built-up change since 2024: +3.3 pp (base: 35.9%). | Growth class unchanged from 2027: high. | 4-year cumulative built-up gain: +3.3 pp from 2024 base.
Pethapur,2029,Predicted growth class: high. Estimated built-up: 40.0%. | Projected built-up change since 2024: +4.1 pp (base: 35.9%). | Growth class unchanged from 2028: high. | 5-year cumulative built-up gain: +4.1 pp from 2024 base.
Pethapur,2030,Predicted growth class: high. Estimated built-up: 40.8%. | Projected built-up change since 2024: +4.9 pp (base: 35.9%). | Growth class unchanged from 2029: high. | 2025-2040 trajectory: strong growth (16H / 0M / 0L years).
Pethapur,2031,Predicted growth class: high. Estimated built-up: 41.6%. | Projected built-up change since 2024: +5.7 pp (base: 35.9%). | Growth class unchanged from 2030: high. | 7-year cumulative built-up gain: +5.7 pp from 2024 base.
Pethapur,2032,Predicted growth class: high. Estimated built-up: 42.4%. | Projected built-up change since 2024: +6.6 pp (base: 35.9%). | Growth class unchanged from 2031: high. | 8-year cumulative built-up gain: +6.6 pp from 2024 base.
Pethapur,2033,Predicted growth class: high. Estimated built-up: 43.2%. | Projected built-up change since 2024: +7.4 pp (base: 35.9%). | Growth class unchanged from 2032: high. | 9-year cumulative built-up gain: +7.4 pp from 2024 base.
Pethapur,2034,Predicted growth class: high. Estimated built-up: 44.1%. | Projected built-up change since 2024: +8.2 pp (base: 35.9%). | Growth class unchanged from 2033: high. | 10-year cumulative built-up gain: +8.2 pp from 2024 base.
Pethapur,2035,Predicted growth class: high. Estimated built-up: 44.9%. | Projected built-up change since 2024: +9.0 pp (base: 35.9%). | Growth class unchanged from 2034: high. | 2025-2040 trajectory: strong growth (16H / 0M / 0L years).
Pethapur,2036,Predicted growth class: high. Estimated built-up: 45.7%. | Projected built-up change since 2024: +9.8 pp (base: 35.9%). | Growth class unchanged from 2035: high. | 12-year cumulative built-up gain: +9.8 pp from 2024 base.
Pethapur,2037,Predicted growth class: high. Estimated built-up: 46.5%. | Projected built-up change since 2024: +10.7 pp (base: 35.9%). | Growth class unchanged from 2036: high. | 13-year cumulative built-up gain: +10.7 pp from 2024 base.
Pethapur,2038,Predicted growth class: high. Estimated built-up: 47.3%. | Projected built-up change since 2024: +11.5 pp (base: 35.9%). | Growth class unchanged from 2037: high. | 14-year cumulative built-up gain: +11.5 pp from 2024 base.
Pethapur,2039,Predicted growth class: high. Estimated built-up: 48.2%. | Projected built-up change since 2024: +12.3 pp (base: 35.9%). | Growth class unchanged from 2038: high. | 15-year cumulative built-up gain: +12.3 pp from 2024 base.
Pethapur,2040,Predicted growth class: high. Estimated built-up: 49.0%. | Projected built-up change since 2024: +13.1 pp (base: 35.9%). | Growth class unchanged from 2039: high. | 2025-2040 trajectory: strong growth (16H / 0M / 0L years).
Randesan,2025,Predicted growth class: high. Estimated built-up: 43.7%. | Projected built-up change since 2024: +0.8 pp (base: 42.9%). | Growth class unchanged from baseline: high. | 2025-2040 trajectory: strong growth (16H / 0M / 0L years).
Randesan,2026,Predicted growth class: high. Estimated built-up: 44.6%. | Projected built-up change since 2024: +1.6 pp (base: 42.9%). | Growth class unchanged from 2025: high. | 2-year cumulative built-up gain: +1.6 pp from 2024 base.
Randesan,2027,Predicted growth class: high. Estimated built-up: 45.4%. | Projected built-up change since 2024: +2.5 pp (base: 42.9%). | Growth class unchanged from 2026: high. | 3-year cumulative built-up gain: +2.5 pp from 2024 base.
Randesan,2028,Predicted growth class: high. Estimated built-up: 46.2%. | Projected built-up change since 2024: +3.3 pp (base: 42.9%). | Growth class unchanged from 2027: high. | 4-year cumulative built-up gain: +3.3 pp from 2024 base.
Randesan,2029,Predicted growth class: high. Estimated built-up: 47.0%. | Projected built-up change since 2024: +4.1 pp (base: 42.9%). | Growth class unchanged from 2028: high. | 5-year cumulative built-up gain: +4.1 pp from 2024 base.
Randesan,2030,Predicted growth class: high. Estimated built-up: 47.8%. | Projected built-up change since 2024: +4.9 pp (base: 42.9%). | Growth class unchanged from 2029: high. | 2025-2040 trajectory: strong growth (16H / 0M / 0L years).
Randesan,2031,Predicted growth class: high. Estimated built-up: 48.7%. | Projected built-up change since 2024: +5.7 pp (base: 42.9%). | Growth class unchanged from 2030: high. | 7-year cumulative built-up gain: +5.7 pp from 2024 base.
Randesan,2032,Predicted growth class: high. Estimated built-up: 49.5%. | Projected built-up change since 2024: +6.6 pp (base: 42.9%). | Growth class unchanged from 2031: high. | 8-year cumulative built-up gain: +6.6 pp from 2024 base.
Randesan,2033,Predicted growth class: high. Estimated built-up: 50.3%. | Projected built-up change since 2024: +7.4 pp (base: 42.9%). | Growth class unchanged from 2032: high. | 9-year cumulative built-up gain: +7.4 pp from 2024 base.
Randesan,2034,Predicted growth class: high. Estimated built-up: 51.1%. | Projected built-up change since 2024: +8.2 pp (base: 42.9%). | Growth class unchanged from 2033: high. | 10-year cumulative built-up gain: +8.2 pp from 2024 base.
Randesan,2035,Predicted growth class: high. Estimated built-up: 51.9%. | Projected built-up change since 2024: +9.0 pp (base: 42.9%). | Growth class unchanged from 2034: high. | 2025-2040 trajectory: strong growth (16H / 0M / 0L years).
Randesan,2036,Predicted growth class: high. Estimated built-up: 52.8%. | Projected built-up change since 2024: +9.8 pp (base: 42.9%). | Growth class unchanged from 2035: high. | 12-year cumulative built-up gain: +9.8 pp from 2024 base.
